# Fix print output for fix data_equilibration
0 2687.72010554921 2681.87780212709 2691.65690241642 86.88 86.88 86.88 655781.916672 292.999999999997 -150488.261278749
100 860.975498612636 918.621752324123 901.992030808564 86.8537401273991 86.8537401273991 86.8537401273991 655187.457243104 149.094496087266 -150401.172428093
200 -629.064744889869 -637.637055488423 -620.215078794052 86.8775595176561 86.8775595176561 86.8775595176561 655726.654958148 164.873738875938 -150314.083012096
300 -117.819674833366 -43.7459758958109 -100.220481470647 86.865582498655 86.865582498655 86.865582498655 655455.495133173 172.394900843314 -150215.303082773
400 211.924150048863 274.3755488395 248.066082970267 86.8551075752596 86.8551075752596 86.8551075752596 655218.404055224 185.243873693778 -150113.981400276
500 -390.570991007528 -388.069679525957 -419.283469531387 86.8711337174712 86.8711337174712 86.8711337174712 655581.165483998 194.925922806456 -150010.668749822
600 322.509714434686 253.45017194289 195.327905442395 86.8463787681082 86.8463787681082 86.8463787681082 655020.878527086 207.741547509995 -149907.978456215
700 -357.159360667866 -361.15205829214 -366.103234468084 86.8614356032665 86.8614356032665 86.8614356032665 655361.626806946 219.97074204194 -149806.979503167
800 197.077635971167 295.092417767103 253.166012235672 86.8503960813647 86.8503960813647 86.8503960813647 655111.781998989 234.006577545535 -149709.265778208
900 -68.1721839635663 -62.7369375071222 -54.4675815676521 86.8446316690604 86.8446316690604 86.8446316690604 654981.347920934 239.263383932264 -149616.78690181
1000 -294.242395839709 -322.657449018334 -284.09038209328 86.8556805444817 86.8556805444817 86.8556805444817 655231.371253112 251.045762539488 -149530.059407781
1100 353.099104312199 384.585058177422 276.843562395749 86.8356220582677 86.8356220582677 86.8356220582677 654777.517883693 261.542236606308 -149451.20540243
1200 -236.515347208468 -280.849036857102 -110.807691725256 86.8474927327455 86.8474927327455 86.8474927327455 655046.084395141 269.699215671316 -149380.706134815
1300 -176.170468247802 -79.7521672408924 -102.134266411514 86.841144394768 86.841144394768 86.841144394768 654902.448125224 273.218522529925 -149319.025621765
1400 306.619892290996 198.688935801054 332.537989761356 86.8321631995524 86.8321631995524 86.8321631995524 654699.277203414 283.485606549119 -149267.814388145
1500 -554.06401210154 -412.988599499586 -483.548141313004 86.8487734926323 86.8487734926323 86.8487734926323 655075.065166887 283.934369418968 -149226.454530887
